ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion,Marriage_Type_Encoded,Gender_Encoded,Education_Level_Encoded,Caste_Match_Encoded,Religion_Encoded,Parental_Approval_Encoded,Dowry_Exchanged_Encoded,Marital_Satisfaction_Encoded,Divorce_Status_Encoded,Income_Level_Encoded,Spouse_Working_Encoded,Inter-Caste_Encoded,Inter-Religion_Encoded
1487,Love,37,Female,School,Different,Others,Yes,Rural,No,Medium,No,1,Low,42,No,No,No,1,0,3,0,3,2,0,2,0,1,0,0,0
1488,Love,29,Female,School,Different,Muslim,Yes,Urban,No,High,No,1,Middle,31,No,No,No,1,0,3,0,2,2,0,0,0,2,0,0,0
1489,Love,31,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,Yes,5,Low,16,Yes,No,No,1,1,0,1,1,2,2,2,1,1,1,0,0
1490,Arranged,22,Male,PhD,Same,Others,Yes,Rural,No,Medium,No,4,Middle,31,Yes,Yes,No,0,1,1,1,3,2,0,2,0,2,1,1,0
1491,Arranged,33,Female,Graduate,Same,Christian,Yes,Rural,Yes,High,No,2,Middle,32,Yes,Yes,No,0,0,0,1,0,2,2,0,0,2,1,1,0
1492,Arranged,34,Female,Graduate,Different,Hindu,Partial,Rural,Yes,High,No,1,Low,17,Yes,No,No,0,0,0,0,1,1,2,0,0,1,1,0,0
1493,Arranged,38,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,5,Middle,26,Yes,Yes,No,0,0,3,1,1,2,0,2,0,2,1,1,0
1494,Love,29,Female,School,Same,Others,Partial,Rural,Yes,Medium,No,1,Low,8,No,No,No,1,0,3,1,3,1,2,2,0,1,0,0,0
1495,Arranged,28,Male,Graduate,Same,Hindu,Partial,Rural,No,Low,No,0,High,14,Yes,No,No,0,1,0,1,1,1,0,1,0,0,1,0,0
1496,Arranged,39,Male,School,Same,Hindu,Yes,Urban,No,High,No,4,High,40,Yes,No,No,0,1,3,1,1,2,0,0,0,0,1,0,0
1497,Love,25,Male,Graduate,Same,Others,Yes,Rural,Not Disclosed,High,Yes,4,High,41,No,No,No,1,1,0,1,3,2,1,0,1,0,0,0,0
1498,Love,38,Female,School,Same,Muslim,Partial,Urban,No,Medium,No,1,Low,36,Yes,Yes,No,1,0,3,1,2,1,0,2,0,1,1,1,0
1499,Arranged,21,Male,Graduate,Same,Hindu,Partial,Urban,No,High,No,0,Low,35,No,Yes,No,0,1,0,1,1,1,0,0,0,1,0,1,0
1500,Arranged,35,Female,PhD,Same,Hindu,Partial,Rural,Yes,Low,No,4,Low,9,Yes,No,No,0,0,1,1,1,1,2,1,0,1,1,0,0
1501,Arranged,36,Male,Graduate,Different,Hindu,Partial,Urban,Not Disclosed,Medium,Yes,2,Low,33,Yes,Yes,Yes,0,1,0,0,1,1,1,2,1,1,1,1,1
1502,Love,23,Male,School,Different,Christian,Yes,Rural,No,High,No,2,Middle,26,No,Yes,No,1,1,3,0,0,2,0,0,0,2,0,1,0
1503,Love,31,Female,School,Same,Christian,Yes,Rural,No,Low,No,4,Middle,6,No,No,No,1,0,3,1,0,2,0,1,0,2,0,0,0
1504,Arranged,24,Female,School,Same,Hindu,Yes,Urban,No,High,Yes,1,Middle,31,Yes,No,No,0,0,3,1,1,2,0,0,1,2,1,0,0
1505,Arranged,22,Female,Graduate,Same,Muslim,Partial,Urban,No,High,No,2,High,18,No,No,No,0,0,0,1,2,1,0,0,0,0,0,0,0
1506,Arranged,35,Male,School,Same,Hindu,No,Rural,No,Low,No,3,High,26,No,Yes,No,0,1,3,1,1,0,0,1,0,0,0,1,0
1507,Love,28,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,Yes,4,Low,23,No,Yes,No,1,1,2,1,1,2,2,2,1,1,0,1,0
1508,Arranged,25,Male,Postgraduate,Different,Christian,Partial,Urban,No,Medium,Yes,2,Middle,40,No,No,Yes,0,1,2,0,0,1,0,2,1,2,0,0,1
1509,Love,26,Male,Postgraduate,Same,Hindu,Partial,Urban,No,High,No,1,High,21,Yes,Yes,No,1,1,2,1,1,1,0,0,0,0,1,1,0
1510,Arranged,21,Female,Graduate,Different,Hindu,Yes,Rural,No,Medium,No,3,Middle,31,Yes,Yes,No,0,0,0,0,1,2,0,2,0,2,1,1,0
1511,Arranged,20,Female,Graduate,Same,Hindu,No,Rural,No,Low,No,1,Middle,5,No,Yes,Yes,0,0,0,1,1,0,0,1,0,2,0,1,1
1512,Love,37,Female,School,Same,Christian,Yes,Rural,Not Disclosed,Medium,No,3,Low,46,No,No,No,1,0,3,1,0,2,1,2,0,1,0,0,0
1513,Arranged,38,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Low,42,No,Yes,No,0,1,0,1,1,2,0,2,0,1,0,1,0
1514,Arranged,30,Male,Graduate,Same,Muslim,Yes,Urban,No,Medium,Yes,1,Low,21,Yes,No,No,0,1,0,1,2,2,0,2,1,1,1,0,0
1515,Arranged,37,Male,Postgraduate,Same,Hindu,No,Urban,No,Medium,No,5,Low,49,Yes,No,No,0,1,2,1,1,0,0,2,0,1,1,0,0
1516,Arranged,31,Female,School,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,5,Middle,6,No,Yes,No,0,0,3,1,1,2,1,2,0,2,0,1,0
1517,Love,23,Female,Graduate,Different,Hindu,Yes,Urban,Not Disclosed,High,No,1,Middle,47,No,No,No,1,0,0,0,1,2,1,0,0,2,0,0,0
1518,Love,37,Male,Graduate,Different,Muslim,Yes,Rural,Yes,Low,Yes,4,Middle,41,Yes,Yes,No,1,1,0,0,2,2,2,1,1,2,1,1,0
1519,Arranged,37,Female,PhD,Same,Hindu,Yes,Urban,Yes,Medium,Yes,1,Middle,44,Yes,No,No,0,0,1,1,1,2,2,2,1,2,1,0,0
1520,Arranged,20,Female,School,Different,Hindu,Yes,Rural,No,High,No,0,Middle,33,No,Yes,No,0,0,3,0,1,2,0,0,0,2,0,1,0
1521,Love,35,Female,Graduate,Same,Muslim,Yes,Urban,No,High,No,5,Low,7,No,Yes,Yes,1,0,0,1,2,2,0,0,0,1,0,1,1
1522,Arranged,19,Male,Graduate,Different,Christian,Partial,Urban,No,Medium,No,2,High,48,Yes,No,No,0,1,0,0,0,1,0,2,0,0,1,0,0
1523,Arranged,19,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,2,Low,47,No,Yes,Yes,0,1,0,1,1,2,0,2,0,1,0,1,1
1524,Arranged,23,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,5,Low,43,Yes,No,Yes,0,0,2,1,1,2,0,1,0,1,1,0,1
1525,Love,25,Female,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,1,High,18,Yes,No,Yes,1,0,3,1,1,2,1,2,0,0,1,0,1
1526,Love,18,Male,PhD,Same,Hindu,Yes,Rural,No,Low,No,4,Middle,18,Yes,No,Yes,1,1,1,1,1,2,0,1,0,2,1,0,1
1527,Love,26,Female,Postgraduate,Different,Hindu,Yes,Rural,No,Medium,No,1,Middle,35,Yes,No,No,1,0,2,0,1,2,0,2,0,2,1,0,0
1528,Arranged,34,Male,School,Different,Muslim,Yes,Urban,No,Medium,No,4,Middle,34,No,No,No,0,1,3,0,2,2,0,2,0,2,0,0,0
1529,Arranged,23,Male,PhD,Different,Hindu,No,Urban,No,Low,No,0,Low,28,Yes,No,Yes,0,1,1,0,1,0,0,1,0,1,1,0,1
1530,Arranged,22,Male,PhD,Same,Muslim,Partial,Urban,No,Low,No,0,Low,2,No,Yes,No,0,1,1,1,2,1,0,1,0,1,0,1,0
1531,Arranged,21,Male,Graduate,Different,Hindu,Yes,Urban,No,High,No,3,Middle,46,No,Yes,No,0,1,0,0,1,2,0,0,0,2,0,1,0
1532,Arranged,38,Female,School,Same,Hindu,Yes,Urban,Yes,Medium,No,4,Middle,28,Yes,No,No,0,0,3,1,1,2,2,2,0,2,1,0,0
1533,Love,33,Female,Postgraduate,Same,Muslim,Yes,Rural,Yes,High,No,1,High,14,Yes,No,Yes,1,0,2,1,2,2,2,0,0,0,1,0,1
1534,Arranged,39,Female,Graduate,Same,Muslim,Yes,Rural,Yes,Medium,No,0,Low,10,Yes,No,No,0,0,0,1,2,2,2,2,0,1,1,0,0
1535,Arranged,23,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,Yes,0,Low,16,Yes,No,No,0,1,0,1,1,2,0,2,1,1,1,0,0
1536,Arranged,19,Female,PhD,Same,Hindu,Partial,Rural,No,Medium,No,4,Low,39,Yes,No,No,0,0,1,1,1,1,0,2,0,1,1,0,0
1537,Love,29,Male,School,Different,Hindu,Yes,Urban,No,Low,No,2,Middle,7,No,No,No,1,1,3,0,1,2,0,1,0,2,0,0,0
1538,Arranged,32,Female,Graduate,Same,Hindu,No,Urban,No,High,No,1,Middle,12,Yes,No,No,0,0,0,1,1,0,0,0,0,2,1,0,0
1539,Arranged,29,Female,School,Different,Hindu,Yes,Rural,No,Medium,No,5,High,1,Yes,No,No,0,0,3,0,1,2,0,2,0,0,1,0,0
1540,Arranged,25,Male,School,Same,Hindu,Yes,Urban,No,Low,No,2,Middle,1,No,No,No,0,1,3,1,1,2,0,1,0,2,0,0,0
1541,Arranged,21,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,Yes,4,Low,23,No,Yes,No,0,1,2,1,1,2,0,2,1,1,0,1,0
1542,Love,39,Female,Postgraduate,Different,Hindu,Partial,Urban,No,Low,No,2,Middle,30,No,Yes,No,1,0,2,0,1,1,0,1,0,2,0,1,0
1543,Arranged,39,Female,School,Same,Muslim,Yes,Rural,No,Medium,No,1,High,33,No,No,Yes,0,0,3,1,2,2,0,2,0,0,0,0,1
1544,Arranged,27,Male,Postgraduate,Same,Hindu,Yes,Rural,Yes,Medium,No,0,High,4,No,No,No,0,1,2,1,1,2,2,2,0,0,0,0,0
1545,Arranged,18,Female,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,2,Middle,15,No,Yes,No,0,0,0,1,1,2,1,2,0,2,0,1,0
1546,Arranged,20,Male,PhD,Same,Hindu,Yes,Rural,Not Disclosed,Medium,Yes,5,Low,14,Yes,Yes,Yes,0,1,1,1,1,2,1,2,1,1,1,1,1
1547,Arranged,21,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,5,High,9,Yes,Yes,No,0,1,2,1,1,2,0,1,0,0,1,1,0
1548,Arranged,27,Female,PhD,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,0,Middle,9,No,Yes,No,0,0,1,0,1,2,1,2,0,2,0,1,0
1549,Love,18,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,High,14,No,No,No,1,0,2,1,1,2,0,2,0,0,0,0,0
1550,Arranged,37,Female,Postgraduate,Different,Muslim,Yes,Rural,Yes,High,No,4,Middle,46,No,No,Yes,0,0,2,0,2,2,2,0,0,2,0,0,1
1551,Arranged,18,Male,Graduate,Same,Others,Yes,Rural,No,Medium,No,3,Middle,17,No,Yes,No,0,1,0,1,3,2,0,2,0,2,0,1,0
1552,Arranged,20,Female,Graduate,Same,Hindu,No,Rural,No,Medium,No,2,Low,12,Yes,Yes,No,0,0,0,1,1,0,0,2,0,1,1,1,0
1553,Love,18,Female,School,Different,Hindu,No,Urban,No,High,No,0,Low,1,No,No,No,1,0,3,0,1,0,0,0,0,1,0,0,0
1554,Love,24,Female,Graduate,Different,Others,Yes,Urban,Not Disclosed,Medium,Yes,3,High,45,No,No,Yes,1,0,0,0,3,2,1,2,1,0,0,0,1
1555,Arranged,24,Female,School,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,7,No,No,No,0,0,3,1,1,2,0,2,0,2,0,0,0
1556,Love,33,Female,Graduate,Different,Sikh,Yes,Urban,No,Medium,No,3,High,8,No,No,No,1,0,0,0,4,2,0,2,0,0,0,0,0
1557,Arranged,26,Male,Postgraduate,Same,Christian,Yes,Rural,No,Medium,No,5,Low,38,No,No,No,0,1,2,1,0,2,0,2,0,1,0,0,0
1558,Arranged,20,Female,Graduate,Same,Muslim,Yes,Rural,No,Low,No,2,Low,5,No,Yes,Yes,0,0,0,1,2,2,0,1,0,1,0,1,1
1559,Love,39,Female,Graduate,Same,Sikh,Yes,Rural,Yes,Medium,No,5,Low,23,Yes,No,No,1,0,0,1,4,2,2,2,0,1,1,0,0
1560,Arranged,28,Female,School,Different,Sikh,Partial,Urban,Yes,Medium,No,4,Middle,16,No,No,Yes,0,0,3,0,4,1,2,2,0,2,0,0,1
1561,Arranged,29,Male,School,Same,Christian,No,Urban,Yes,High,Yes,0,Low,36,Yes,Yes,No,0,1,3,1,0,0,2,0,1,1,1,1,0
1562,Arranged,35,Female,PhD,Same,Hindu,Yes,Urban,Yes,High,No,1,Middle,31,Yes,Yes,No,0,0,1,1,1,2,2,0,0,2,1,1,0
1563,Arranged,29,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Low,8,Yes,Yes,No,0,0,0,1,1,2,0,2,0,1,1,1,0
1564,Love,21,Male,Graduate,Same,Muslim,Partial,Rural,Yes,High,No,3,Middle,1,Yes,No,No,1,1,0,1,2,1,2,0,0,2,1,0,0
1565,Arranged,33,Female,Graduate,Same,Hindu,Yes,Rural,No,High,No,2,Middle,31,Yes,Yes,No,0,0,0,1,1,2,0,0,0,2,1,1,0
1566,Arranged,19,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,No,4,Low,48,Yes,No,No,0,0,0,1,2,2,0,2,0,1,1,0,0
1567,Arranged,18,Female,Postgraduate,Same,Muslim,Yes,Rural,Yes,Medium,No,3,Middle,24,Yes,Yes,No,0,0,2,1,2,2,2,2,0,2,1,1,0
1568,Arranged,32,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,Low,No,5,Middle,8,No,No,No,0,0,2,1,1,2,2,1,0,2,0,0,0
1569,Love,35,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,0,Middle,3,Yes,Yes,No,1,0,2,1,1,2,0,1,0,2,1,1,0
1570,Arranged,18,Male,Graduate,Same,Sikh,No,Urban,Not Disclosed,Medium,No,4,Low,5,Yes,No,No,0,1,0,1,4,0,1,2,0,1,1,0,0
1571,Arranged,31,Female,School,Same,Hindu,Yes,Rural,No,Low,No,4,Low,30,Yes,Yes,No,0,0,3,1,1,2,0,1,0,1,1,1,0
1572,Love,38,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,4,Middle,30,Yes,Yes,No,1,0,0,1,1,2,0,2,0,2,1,1,0
1573,Arranged,28,Female,School,Same,Hindu,Yes,Rural,Yes,Medium,No,3,High,48,No,No,No,0,0,3,1,1,2,2,2,0,0,0,0,0
1574,Love,20,Male,Graduate,Same,Hindu,Partial,Rural,No,Low,No,3,Middle,30,Yes,Yes,No,1,1,0,1,1,1,0,1,0,2,1,1,0
1575,Love,20,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,5,Low,14,Yes,No,No,1,0,0,0,1,2,0,2,0,1,1,0,0
1576,Arranged,23,Female,School,Different,Hindu,Yes,Urban,Not Disclosed,High,No,3,Low,31,Yes,No,Yes,0,0,3,0,1,2,1,0,0,1,1,0,1
1577,Arranged,18,Female,Graduate,Same,Sikh,Yes,Rural,Yes,Medium,No,4,High,45,Yes,No,No,0,0,0,1,4,2,2,2,0,0,1,0,0
1578,Arranged,26,Male,School,Same,Hindu,Partial,Rural,No,Medium,No,5,High,7,Yes,Yes,No,0,1,3,1,1,1,0,2,0,0,1,1,0
1579,Arranged,18,Male,School,Same,Muslim,Yes,Rural,Yes,Medium,Yes,0,Middle,24,No,Yes,No,0,1,3,1,2,2,2,2,1,2,0,1,0
1580,Arranged,23,Male,Graduate,Different,Muslim,No,Urban,No,Medium,No,5,High,12,No,No,No,0,1,0,0,2,0,0,2,0,0,0,0,0
1581,Arranged,26,Male,Graduate,Different,Christian,Yes,Rural,No,Medium,No,5,Middle,48,Yes,No,No,0,1,0,0,0,2,0,2,0,2,1,0,0
1582,Arranged,27,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,0,Middle,7,Yes,Yes,No,0,0,0,0,1,2,2,2,0,2,1,1,0
1583,Arranged,35,Male,PhD,Same,Christian,Yes,Urban,No,High,No,3,High,46,Yes,No,No,0,1,1,1,0,2,0,0,0,0,1,0,0
1584,Love,25,Female,School,Same,Muslim,No,Rural,No,Medium,No,0,Low,40,No,No,No,1,0,3,1,2,0,0,2,0,1,0,0,0
1585,Love,28,Female,Graduate,Different,Others,Yes,Urban,Yes,Medium,No,1,High,21,Yes,Yes,Yes,1,0,0,0,3,2,2,2,0,0,1,1,1
1586,Love,36,Male,Graduate,Same,Sikh,Yes,Urban,Yes,Medium,No,3,Middle,29,Yes,Yes,No,1,1,0,1,4,2,2,2,0,2,1,1,0
1587,Arranged,26,Male,PhD,Different,Muslim,Partial,Urban,No,Low,No,3,Middle,40,No,Yes,No,0,1,1,0,2,1,0,1,0,2,0,1,0
1588,Arranged,21,Female,Graduate,Different,Hindu,Yes,Rural,Yes,Medium,No,5,Middle,12,No,No,No,0,0,0,0,1,2,2,2,0,2,0,0,0
1589,Arranged,20,Male,School,Different,Hindu,No,Rural,No,Medium,No,1,Middle,24,No,Yes,No,0,1,3,0,1,0,0,2,0,2,0,1,0
1590,Love,35,Male,School,Same,Hindu,Yes,Rural,Yes,Medium,No,2,Low,4,No,No,No,1,1,3,1,1,2,2,2,0,1,0,0,0
1591,Love,22,Male,Graduate,Different,Muslim,Partial,Urban,No,Medium,No,2,Low,33,Yes,No,No,1,1,0,0,2,1,0,2,0,1,1,0,0
1592,Arranged,36,Female,School,Same,Hindu,No,Urban,No,High,Yes,4,Low,18,No,No,No,0,0,3,1,1,0,0,0,1,1,0,0,0
1593,Arranged,35,Male,Graduate,Same,Sikh,No,Urban,Yes,High,No,5,Low,29,Yes,No,No,0,1,0,1,4,0,2,0,0,1,1,0,0
1594,Arranged,32,Male,Graduate,Same,Hindu,Partial,Urban,No,Medium,Yes,5,Middle,37,No,No,Yes,0,1,0,1,1,1,0,2,1,2,0,0,1
1595,Arranged,37,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,4,High,21,Yes,No,No,0,1,2,1,1,2,0,2,0,0,1,0,0
1596,Arranged,27,Female,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,Low,No,2,Middle,5,Yes,No,No,0,0,0,1,1,2,1,1,0,2,1,0,0
1597,Arranged,26,Male,Postgraduate,Different,Hindu,Yes,Rural,Yes,High,No,3,High,1,No,No,Yes,0,1,2,0,1,2,2,0,0,0,0,0,1
1598,Arranged,33,Female,Postgraduate,Same,Christian,Partial,Urban,Yes,High,No,4,Low,35,No,No,No,0,0,2,1,0,1,2,0,0,1,0,0,0
1599,Arranged,34,Female,Graduate,Same,Muslim,Partial,Urban,No,Medium,No,0,High,2,Yes,No,No,0,0,0,1,2,1,0,2,0,0,1,0,0
1600,Arranged,19,Female,School,Same,Hindu,Yes,Urban,Yes,High,No,1,Middle,33,No,No,No,0,0,3,1,1,2,2,0,0,2,0,0,0
1601,Arranged,36,Female,School,Same,Hindu,No,Urban,No,Medium,No,4,Middle,49,Yes,No,No,0,0,3,1,1,0,0,2,0,2,1,0,0
1602,Love,19,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,4,Middle,15,No,No,Yes,1,0,2,1,1,2,0,0,0,2,0,0,1
1603,Love,38,Male,PhD,Same,Sikh,Yes,Urban,No,Medium,No,3,Low,31,Yes,No,Yes,1,1,1,1,4,2,0,2,0,1,1,0,1
1604,Love,18,Female,Graduate,Different,Hindu,Yes,Urban,Yes,High,No,3,Middle,31,No,No,No,1,0,0,0,1,2,2,0,0,2,0,0,0
1605,Arranged,26,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,5,High,23,Yes,Yes,No,0,1,2,1,1,2,0,1,0,0,1,1,0
1606,Love,20,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Low,No,4,Low,37,No,No,No,1,0,2,0,1,2,0,1,0,1,0,0,0
1607,Arranged,32,Female,Graduate,Same,Hindu,Partial,Rural,Yes,High,No,0,Middle,17,Yes,No,No,0,0,0,1,1,1,2,0,0,2,1,0,0
1608,Arranged,25,Male,Postgraduate,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,3,Middle,16,No,Yes,No,0,1,2,1,1,2,1,2,0,2,0,1,0
1609,Arranged,19,Female,Graduate,Same,Muslim,Partial,Rural,No,High,Yes,0,Middle,32,No,No,No,0,0,0,1,2,1,0,0,1,2,0,0,0
1610,Arranged,31,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,2,High,40,Yes,No,No,0,0,2,1,1,2,0,2,0,0,1,0,0
1611,Arranged,27,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,4,Middle,22,No,No,No,0,0,2,0,1,2,0,2,0,2,0,0,0
1612,Arranged,27,Male,School,Same,Christian,Yes,Urban,No,Medium,No,0,Middle,45,No,No,No,0,1,3,1,0,2,0,2,0,2,0,0,0
1613,Love,20,Male,School,Same,Muslim,Partial,Urban,No,Medium,No,1,Low,6,Yes,No,Yes,1,1,3,1,2,1,0,2,0,1,1,0,1
1614,Arranged,20,Male,Graduate,Different,Hindu,Partial,Rural,Yes,Medium,No,5,Middle,15,No,No,No,0,1,0,0,1,1,2,2,0,2,0,0,0
1615,Arranged,37,Female,Graduate,Same,Hindu,Partial,Rural,Yes,High,No,1,Middle,42,No,No,No,0,0,0,1,1,1,2,0,0,2,0,0,0
1616,Arranged,25,Female,School,Same,Christian,Yes,Rural,No,Medium,No,4,High,47,No,No,Yes,0,0,3,1,0,2,0,2,0,0,0,0,1
1617,Arranged,27,Female,School,Different,Hindu,Yes,Urban,No,Medium,No,1,Middle,12,Yes,No,No,0,0,3,0,1,2,0,2,0,2,1,0,0
1618,Arranged,22,Female,Postgraduate,Same,Others,Yes,Rural,No,Medium,No,2,Low,27,No,Yes,No,0,0,2,1,3,2,0,2,0,1,0,1,0
1619,Love,23,Male,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,3,Middle,42,Yes,Yes,No,1,1,0,1,1,2,2,0,0,2,1,1,0
1620,Love,31,Male,School,Same,Hindu,No,Rural,No,High,No,2,Low,29,Yes,No,No,1,1,3,1,1,0,0,0,0,1,1,0,0
1621,Arranged,20,Female,PhD,Same,Hindu,Yes,Urban,Yes,Low,No,3,Low,30,No,No,No,0,0,1,1,1,2,2,1,0,1,0,0,0
1622,Love,35,Male,School,Different,Hindu,No,Urban,No,High,No,1,High,21,Yes,No,No,1,1,3,0,1,0,0,0,0,0,1,0,0
1623,Love,37,Female,Graduate,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,5,Middle,11,No,No,No,1,0,0,0,1,2,1,2,0,2,0,0,0
1624,Arranged,20,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,3,High,1,Yes,Yes,No,0,0,0,1,1,2,0,0,0,0,1,1,0
1625,Arranged,20,Male,Postgraduate,Same,Hindu,Yes,Rural,Not Disclosed,High,No,3,Middle,21,Yes,Yes,No,0,1,2,1,1,2,1,0,0,2,1,1,0
1626,Arranged,35,Female,Postgraduate,Same,Christian,Yes,Rural,Not Disclosed,Medium,No,0,Middle,14,Yes,No,No,0,0,2,1,0,2,1,2,0,2,1,0,0
1627,Love,32,Female,School,Same,Muslim,No,Rural,Yes,Medium,No,3,Low,47,No,Yes,No,1,0,3,1,2,0,2,2,0,1,0,1,0
1628,Love,20,Female,Graduate,Same,Hindu,Yes,Rural,No,High,No,3,Middle,10,No,No,No,1,0,0,1,1,2,0,0,0,2,0,0,0
1629,Arranged,26,Female,Postgraduate,Different,Hindu,Yes,Urban,Yes,High,No,5,Middle,19,No,Yes,No,0,0,2,0,1,2,2,0,0,2,0,1,0
1630,Arranged,39,Female,Postgraduate,Same,Hindu,No,Urban,No,Low,Yes,5,Low,47,Yes,No,Yes,0,0,2,1,1,0,0,1,1,1,1,0,1
1631,Love,28,Male,School,Same,Hindu,Yes,Rural,No,Low,Yes,1,Middle,35,Yes,Yes,No,1,1,3,1,1,2,0,1,1,2,1,1,0
1632,Love,39,Female,Graduate,Same,Muslim,Partial,Rural,Yes,High,No,2,High,20,Yes,No,No,1,0,0,1,2,1,2,0,0,0,1,0,0
1633,Arranged,19,Female,School,Different,Hindu,Yes,Urban,No,High,No,2,High,3,No,Yes,No,0,0,3,0,1,2,0,0,0,0,0,1,0
1634,Love,39,Female,Graduate,Same,Muslim,Yes,Urban,Not Disclosed,Medium,No,3,Low,7,No,No,No,1,0,0,1,2,2,1,2,0,1,0,0,0
1635,Arranged,33,Male,PhD,Same,Christian,Partial,Rural,Not Disclosed,Medium,No,3,Middle,48,Yes,No,No,0,1,1,1,0,1,1,2,0,2,1,0,0
1636,Arranged,29,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,High,No,0,High,39,Yes,No,No,0,1,2,1,1,2,2,0,0,0,1,0,0
1637,Love,19,Female,School,Same,Hindu,Yes,Rural,Yes,Low,No,4,Low,13,No,No,No,1,0,3,1,1,2,2,1,0,1,0,0,0
1638,Arranged,32,Male,School,Same,Hindu,Yes,Urban,No,High,No,4,Middle,20,No,Yes,No,0,1,3,1,1,2,0,0,0,2,0,1,0
1639,Arranged,33,Female,School,Different,Hindu,Partial,Rural,Yes,Medium,No,2,Low,48,No,No,Yes,0,0,3,0,1,1,2,2,0,1,0,0,1
1640,Love,26,Male,Postgraduate,Different,Hindu,Yes,Rural,No,High,No,5,Middle,7,Yes,No,No,1,1,2,0,1,2,0,0,0,2,1,0,0
1641,Love,24,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,5,Middle,46,No,No,No,1,1,3,1,1,2,0,2,0,2,0,0,0
1642,Arranged,35,Female,Graduate,Same,Christian,Yes,Rural,Yes,Medium,Yes,3,High,26,No,No,No,0,0,0,1,0,2,2,2,1,0,0,0,0
1643,Love,19,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,2,High,23,Yes,No,Yes,1,0,3,1,1,2,0,2,0,0,1,0,1
1644,Arranged,31,Male,School,Same,Muslim,Partial,Urban,No,Medium,Yes,2,Middle,26,No,No,No,0,1,3,1,2,1,0,2,1,2,0,0,0
1645,Love,23,Male,Graduate,Same,Others,Yes,Rural,No,High,No,4,High,20,Yes,Yes,Yes,1,1,0,1,3,2,0,0,0,0,1,1,1
1646,Arranged,38,Male,School,Different,Christian,No,Rural,No,Medium,No,1,Low,7,No,Yes,Yes,0,1,3,0,0,0,0,2,0,1,0,1,1
1647,Love,34,Male,School,Same,Hindu,Yes,Rural,Yes,Medium,No,2,Middle,45,No,No,No,1,1,3,1,1,2,2,2,0,2,0,0,0
1648,Love,38,Male,Graduate,Same,Hindu,Partial,Urban,Yes,Medium,No,2,Middle,3,No,No,No,1,1,0,1,1,1,2,2,0,2,0,0,0
1649,Arranged,26,Female,School,Same,Hindu,Partial,Urban,No,High,No,3,Low,38,Yes,No,No,0,0,3,1,1,1,0,0,0,1,1,0,0
1650,Arranged,20,Male,Graduate,Same,Others,Yes,Urban,No,High,No,2,Middle,21,Yes,Yes,Yes,0,1,0,1,3,2,0,0,0,2,1,1,1
1651,Arranged,34,Female,Postgraduate,Same,Others,Partial,Urban,No,Low,No,2,Middle,17,Yes,No,No,0,0,2,1,3,1,0,1,0,2,1,0,0
1652,Arranged,21,Male,School,Different,Hindu,Yes,Urban,No,Medium,No,2,Middle,31,No,No,Yes,0,1,3,0,1,2,0,2,0,2,0,0,1
